ʔuƛ'iqdxʷ čəd tə dčaləs,I got my hand out.,
ʔuƛ'iqagʷis čəd,I came out of the brush where I was hiding (so my friend could see me).,
ʔuƛ'qil tiʔiɬ sč̌ətxʷəd,The bear came out of hibernation.,
ʔuƛ'iqačiʔb čəd,I got my hand out.,
ƛ'iqalihəxʷ tə beans,The beans are sprouting.,
tulʼʔal kʷi dᶻixʷ səƛ'qʷulilbs.,The spring first began to come out.,
ʔuƛ'iqʼəxʷ ʔal ti čaləss.,It had stuck to his hand.,
ʔəsƛ'iqʼ,It's sticky.,
ƛ'kʼʷutəgʷəl,chop up one another,
"ƛ'uʔ, ƛ'uʔ",That's what you think!,
put x̌əɬ ti ʔəsƛ'uʔɬil sɬadəyʔ.,She was really a sort of non-descript woman.,
ʔəsƛ'ub ɬuhəliʔ.,Let it live!,
ƛ'ubəxʷ čəxʷ x̌ʷuləxʷ ɬubščəb,You ought to become just a mink ...,
bəƛ'ub ʔas,it's all right that way,
gʷəl ƛ'ub ɬuʔəƛ' dxʷʔal tiʔəʔ adʔalʔal,And it will be good if they come to your house.,
tux̌ʷ čəɬ x̌aƛ'txʷ kʷi sƛ'ubləp ʔəsqʷib,but we want that you folks should be prepared,
"ʔu, tux̌ʷ čəxʷ ƛ'ub ʔuʔux̌ʷ","Oh, but you had better go (to the child).",
xʷiʔ ləƛ'ub,it is not right (that),
gʷəl huy ƛ'ub,And then well. (Now the problem will be solved.),
huy ƛ'ubad tiʔiɬ yəlʼyəlab ʔə tsiʔəʔ č'ač'as.,Then the parents of this girl agreed.,
ʔəsƛ'ubil čəxʷ,you are just right,
ƛ'ubaʔəd xʷuʔələʔ,It would be all right I guess,
gʷəx̌agʷax̌ad tiʔəʔ səsƛ'uc̕ačs.,She untied what was tied.,
ƛ'uc̕gʷasəd t'at'əbiɬəd,Tie the ropes together!,
ʔəsƛ'uil,thin person,
həlaʔbəxʷ čəxʷ x̌əɬ ti ləƛ'uil,It looks as if you are getting thinner.,
ʔuʔəx̌idəxʷ sixʷ ti sbiaw tə dəxʷuƛ'uyuyuqʷusəbs ʔal tiʔəʔ qəlʼqəlisac.,Why is Coyote bumping his face around in the briars?,
gʷəl ləƛ'uƛ'uqʼʷagʷil.,And she stuffed (herself) in.,
ƛ'uyuqʼʷucut tiʔəʔ pastəd həlaʔb tə ʔəsdiʔdiʔabacil əlgʷəʔ,The white people pushed themselves in.,
x̌ʷulʼ dəxʷʔaʔ kʷi sƛ'uyuqʼʷucuts əlgʷəʔ,Right there they pushed their way in.,
ʔəsƛ'ux̌ʷil tiʔiɬ kupi,The coffee is cold.,
ʔəsƛ'ux̌ʷiləxʷ,Someone has died.,
xʷiʔ kʷi adsƛ'uyabac,Don't run into anything!,
ʔuƛ'uyabəc čəd dxʷʔal tiʔiɬ haʔhaʔɬ ʔaciɬtalbixʷ,I ran into (came upon) some good people.,
nsgʷaʔ čəxʷ dmənaʔ.,You are my own child.,
nsgʷaʔ tiʔiɬ mənaʔs,Her child is mine.,
ʔəsmiʔmanʼ,It (must) be small.,
niɬ tə,That's the one!,
padac yəxʷ tə ďəč'uʔ,eleven,
ʔudxʷpakʷahəbitubuɬ,He turned his rear up toward us.,
ckʼʷaqid ʔaɬ kʷi ƛ'uspaɬs.,He would always flee quickly.,
dəxʷdiɬs tiʔəʔ sxʷət kʷi tupaqʼəd tiʔəʔ xʷgʷədgʷatəd,So it was this thrush who distributed the language.,
gʷič'gʷič'əxʷ dxʷʔal kʷi ɬədəxʷʔux̌ʷs dxʷčadəxʷ kʷi ɬuspaqʼacuts tiʔəʔ ʔaciɬtalbixʷ.,"The people were looking for someplace to go where they could distribute themselves (i.e., settle).",
ɬidid ʔə kʷi haʔɬ ɬuxʷiʔəs bələpax̌,Tie it well so it won't spread apart again.,
ʔəspəd,"covered with dirt, dusty, buried",
ləpəd,got buried,
ʔudxʷpədəb,It's got dust in it.,
ƛ'uaspədagʷil tsiʔiɬ p̕uayʼ ʔal pədt'̌əs,A flounder buries itself in winter.,
ʔəspədadub spqʷuc,baked potato,
ʔəspədadub səpľəl,baked bread,
"huy, ƛ'uhuy pədiǰədəxʷ ʔə kʷi stab ɬuxʷiʔəs ləšudub tiʔiɬ.",Then she would fix it so that they were dirt-covered with things so what (they had been eating) would not be seen.,
dəxʷəshayəxʷs tiʔiɬ ɬusɬaʔs dxʷʔal tiʔiɬ pədixʷ,That's how she'll know it has reached the earth for her to stand on.,
tupəd dᶻəɬ č'aʔəb,It must have been time to dig.,
pədtab kʷi ɬudsšudubicid,When will I see you?,
diɬ pədtab,any time,
xʷiʔəxʷ kʷi ɬubəsšudubšləb pədtab,You folks shall never see me again.,
"ƛ'upədᶻatuɬ əlgʷəʔ čaʔkʷ, tiʔiɬ ʔalalšs.","They would have been duck hunting out on the water, those brothers of hers.",
ʔupəlxʷəd čəd tə st'uqʼʷ,I scattered the feathers,
"ʔəxʷqʷalusəb ʔə tiʔəʔ qah təbɬ, pəɬt təbɬ.","His face was painted with lots of ochre, thick ochre.",
ləpətq tiʔiɬ scaqʼads.,His jabbing penetrated completely through.,
gʷəl tupətq.,And pierced.,
ƛ'ucutəb ƛ'utupiatɬ,It was said they were hunters.,
ckʼʷaqid xʷuʔələʔ ləʔəƛ'tub ləpicitəb,They always probably bring them downward.,
ɬaqʼagʷil dxʷʔal tə piit,Lie down on the bed.,
ƛ'ətupip čəd ʔə ti dʔibʔibac.,I've been preparing food for my grandchildren.,
put ʔupipič'icut tiʔəʔ t'ət'əwaʔs ʔə tiʔiɬ spixʷils,These little stars made a great shower of light as they fell down.,
pitəb,notice,
ʔəspitəb čəd,I understand.,
xʷiʔ gʷədsəspitəbid,I didn't pay attention to it.,
pixʷid tə ʔapəls,Shake the apples down.,
pixʷyic ʔə tə ʔapəls,Shake the apples down for me.,
dxʷpixʷahəb,Brush your bottom off. (Said to someone who has been sitting in the dust.),
ckʼusəd tə cəxʷupixʷalikʷ,I felled (the cones by hitting the tree) with a cane.,
ʔupixʷil,"(A pine cone, a leaf) fell.",
ʔupixʷil čəd,I fell (from a tree).,
cay ʔəspixʷil tə dx̌̌əč,I'm completely disorganized,
pixʷil,fall apart,
"huy, tuʔəƛ'ahəxʷ tupixʷilcut.",Then she came on and lowered herself.,
ʔupixʷiltəb ʔə ti stubš tə x̌ʷiləb,The man dropped the rope.,
ʔupixʷildxʷ čəd,I dropped it.,
ʔupixʷilalc čəxʷ ʔə tə adp̕aʔkʷ,You dropped your pipe.,
pəqʷyid,Break off a piece so he can have some.,
ʔupqʷusəd,decapitated him,
"diʔɬəxʷ kʷi supipəkʷpəkʷ ʔə cədiɬ təsəxʷqʷaluss, səxʷliqʼʷuss.","Suddenly small pieces of his face paint, his red face paint (began to) flake off.",
kʼʷəlwastəd ʔə tə pliləʔac,birch tree,
ʔuptidgʷəsəb čəd,I'm thinking.,
tux̌ʷ čəd ʔuptidgʷəsəb,I'm just thinking.,
ptidgʷəsəb čəxʷa gʷəhudčup,"Think about it, and you'll fix the fire.",
ptidgʷəsəb čəxʷa gʷəkʷədad kʷi qʷuʔ,"Think about it, and you'll get some water.",
ʔəlc̕uptidgʷəsbid,I'm thinking about someone.,
haʔɬ sptidgʷəsəb,"good memory, mind, character",
gʷəl čəd ʔəstɬildxʷ tulʼʔal bəkʼʷ dsptidgʷəsəb,And I believe with all my thoughts.,
yəx̌i čəxʷ huy ləskʷaxʷac liɬʔal tiʔiɬ haʔɬ ʔadsgʷaʔ adsptidgʷəsəb,Because you are helping me through Thine own good thoughts.,
sptidgʷəsəb gʷəl xʷiʔ ləlub dxʷʔal dəgʷi,My mind is not right to you (and I am going to change it; an apology),
ʔəlc̕upətptidgʷəsəb čəd,I'm thinking.,
puʔud tə ləx̌šad,Blow out the lamp.,
ʔəlc̕upuʔalikʷ,It's blowing outside.,
tib spuʔalikʷ,It's a really hard wind.,
ɬutəxʷ čəd puʔtəd,I will (go to town to) buy a shirt.,
ɬutagʷš čəd ti puʔtəd,I will buy the shirt (I've seen before).,
ʔa ʔu kʷi xʷiʔ ləqʼič puʔtəd,Is there any shirt that is not expensive?,
ʔa ʔu kʷi xʷiʔ ləqʼič ʔə tə puʔtəd,Is there any out of these shirts that is not expensive?,
ʔupuʔtədəb čəd,I put the shirt on.,
hiʔiʔəbəxʷ ʔəspukʷəb,too much pile now,
"ʔa tsi kʼʷat'ad, ʔa tsi pulʼyəʔ, ʔa tsi ʔadad.","There is Mouse, there is Mole, there is Magpie.",
ʔupusc̕əb tə ləgʷəb gʷəl huyil stubš.,When a young man reaches puberty he becomes a man.,
x̌ʷulʼ čəɬ pusəgʷas tə shadᶻəb čəɬ,We're exactly the same height.,
ʔupusəgʷəs tiʔiɬ,They are the same size.,
ʔupus čəd ʔə ti baseball,I got hit by a wild pitch.,
xʷiʔtubš ləpus,Don't let me get hit (by something thrown or falling).,
ʔupusud čəd tiʔəʔ sqʷəbayʔ ʔə tə č'ƛ'aʔ,I threw a stone at the dog.,
ʔupusdubš čəxʷ,You happened to hit me by throwing something.,
ʔəsx̌əc čəd gʷəpusdubicidəd,I'm afraid that I might hit you (with what I am throwing).,
ʔupustub čəd,Someone picked me up and threw me.,
ʔupusil čəd,I threw something.,
ʔupusil čəd ʔə tə ʔəsbulux̌ʷilc,I threw the ball.,
ʔupusildxʷ čəd tə ʔəsbulux̌ʷilc,I threw the ball.,
pusildxʷ tiʔəʔ šadəc̕ ʔə tsiʔiɬ č'əbass.,They threw (the piece of) the skirt of their sister-in-law.,
ʔupusilyicid čəd,I'll throw for you.,
ʔupusiltxʷ čəd,I threw someone.,
ʔupusiltub čəd,I got thrown (while wrestling).,
ʔudxʷpusaptəb čəd,They threw something at my hind end.,
pusqid ʔə ti č'ƛ'aʔ,Someone got hit on the head with a rock.,
pusqidəxʷ ʔə tiʔiɬ ʔapəls,I got hit on the head by (falling) apples.,
"putəxʷ ʔəsyubil tiʔəʔ adbədbədaʔ, putəxʷ.","Indeed your children are starving, yes!",
put ʔəstabtxʷ.,He had it all fixed up.,
put ʔəsp̕əlx̌ʷič tiʔəʔ wiwʼsu.,The children were all covered with dust.,
putəxʷ x̌əɬ ti gʷat.,He is really like who!,
put čəd diʔaʔ,I'm all here.,
put bəcut,Say it again.,
ʔupuxʷud čəd ʔə kʷi ɬixʷ bit,I add thirty cents.,
x̌ʷulʼab ʔəspuyʼ. diɬ səsdaʔatəbs ʔə tiʔəʔ spuyʼaləpəbš. yəx̌i tiʔəʔ stuləkʷ ʔə tiʔəʔ spuyʼaləpəbš gʷəs ʔəspuyʼpuyʼ.,Just like a curve. They are called the people of the bend because their river is full of bends.,
"See Suttles, p. 487, Smith, p. 9.",,
"dayʼ xʷuʔələʔ gʷədsp̕aʔad gʷədsuɬaqʷad tiʔacəc sqʼaxʷ, gʷədsutabəd.","I guess I can only try to lick this ice, do that to it.",
ʔup̕aʔcutəxʷ dxʷʔal kʷi gʷəsgʷəƛ'əlatxʷs tiʔəʔ cədiɬ biʔbədaʔs.,She tried to quiet her little offspring.,
tup̕aʔcut čəd dxʷʔal gʷədsʔ̌əƛ',I tried to come.,
tup̕aacut čəd dxʷʔal gʷədst'ičib,I tried to swim.,
gʷəl diɬ dəxʷəshədiwʼtəbs kʷi gʷəɬ ʔaciɬtalbixʷ sp̕aʔkʷ,"where they will have, inside, Indian things",
ʔix̌ʷdupədəxʷ tiʔəʔ təsəsp̕aʔkʼʷp̕aʔkʼʷs tugʷəɬ ʔi ʔadad.,He threw out these that he had been using provisionally belonging to (the one) with Magpie.,
huyudəxʷ kʷi gʷədəxʷgʷəč'ədsəxʷ kʷi gʷədəxʷkʷəddxʷs tsiʔəʔ sx̌aʔx̌aʔs ʔəsp̕axʷəbiltub.,He had to find how to get his in-law who was not favored.,
gʷəl diɬ p̕aʔxʷəxʷəbtub ʔə tiʔəʔ bədaʔ ʔə tiʔəʔ sbiaw tsiʔəʔ sx̌aʔhus.,This Sawbill was not the favorite (wife) of Coyote's son.,
ʔəlc̕up̕ac̕ čəd,I'm sewing.,
səxʷup̕ac̕,what is used to sew with,
ʔux̌ʷəxʷ tiʔəʔ ʔəspac̕p̕ac̕alič tux̌ax̌yəƛ',Dried salmon sewed into bundles went (drifted toward the mountain),
"qʼilagʷil tiʔəʔ diʔəʔ xʷp̕ač'aʔəl, saliʔ.",Two nighthawks got on board.,
ʔəsp̕alil əwʼə ti sbiaw.,Coyote had revived.,
ʔup̕alqʼ,It got bent over (from the way it should be).,
ʔəsp̕əlqʼačiʔ,His hand is turned over as is a cripple's.,
ʔəsp̕əlp̕əlqʼšəd,one whose feet are widely turned out,
ʔəxʷp̕alqʼaʔɬdəɬ,"someone who has the lower lip curved down, someone deformed in that way",
gʷəl ləp̕aɬabacəd.,And she examined it all over.,
ləp̕aƛ'acut kʷi ɬusʔibəšs.,He traveled groping his way along.,
p̕aƛ'aƛ' dxʷʔal ʔəca gʷasƛ'ax̌əs,I don't care if she does get cold.,
p̕aƛ'aƛ' gʷəʔahas kʷi səsčals gʷəɬuhuyəs,It makes no difference what happens.,
p̕aƛ'aƛ' dxʷʔal ʔəca gʷalc̕uʔəx̌ix̌ədəxʷ,It doesn't matter to me what you do.,
p̕aƛ'aƛ' dxʷʔal ʔəca gʷalc̕uʔəx̌ix̌ədələp,I don't care what you folks do.,
cut ɬukʼəyiɬas p̕aƛ'aƛ'.,She told them to pretend that there had been nothing (worth mentioning).,
"ʔux̌ʷəxʷ tiʔəʔ cədiɬ, p̕aƛ'aƛ'əxʷ ƛ'udəxʷuɬaɬlils əlgʷəʔ ʔal kʷi pədhədəb",As time passed they just used it for a summer residence.,
"ʔəbilʼ čəxʷ ʔəsp̕aƛ'aldxʷ gʷəl tilʼ gʷəx̌əɬ kʷi adwiwʼsu, gʷəbakʷɬ","If you pay no heed to them, your children might get sick, might get hurt.",
daʔxʷ tup̕ayəq tə dbad,My father just made a canoe.,
ləcup̕ayəq,making a canoe,
bəp̕ayəqbid,"He carved it over, rehewed it.",
diɬ sixʷ kʷi ƛ'usugʷəlaltəb ʔə ti gʷəkawʼqs ɬušudxʷəs kʷi ɬudsup̕əc̕p̕əc̕,That's what Raven beats me about when he examines my feces.,
qʷiqʷɬayʔulč tiʔəʔ ʔəsp̕ədil.,A little wooden platter has drifted up and lodged (here).,
tuasp̕ədiltub,They were run aground.,
x̌əčadaditəbəxʷ ʔə gʷədəxʷp̕əlx̌ʷəbils,By means of his mind he made (the load) light (for her).,
ʔəsč'əlʼč'əlpačiʔ tiʔiɬ p̕əɬqʼʷačiʔ,The hands of a mole are turned the other way.,
ƛ'uč'aʔacut ʔal tiʔiɬ pədixʷ tiʔiɬ p̕əɬqʼʷačiʔ,A mole digs (itself) in the ground.,
ʔəsp̕əɬp̕əɬqʼʷačiʔ tiʔəʔ dəxʷəsʔəƛ' ʔə tiʔəʔ sdaʔ ʔə tiʔəʔ p̕əɬqʼʷačiʔ,The twisted hands are where the name of the mole comes from.,
p̕əɬqʼʷ ʔə tə t'at'əgʷət,12:00 o'clock,
čəx̌gʷas ʔə tə sp̌̕əɬqʼʷ ʔə tə saliʔ,2:30 o'clock,
čəx̌gʷasəxʷ ʔə tə sp̕əɬqʼʷ ʔə tə buus,4:30 o'clock,
ʔup̕əɬqʼʷəxʷ,The sun is going down.,
tučəɬəxʷ ʔaladᶻɬəd tiʔəʔ diʔəʔ ƛ'uluƛ' ƛ'uasɬaqʼ ƛ'uasp̕qʼadᶻəbəxʷ,"She made a babysitter out of this old log, the kind that lies rotting.",
bələdᶻubud gʷəl bəp̕qʼacil,Then she kicked it to return it to a log.,
ʔup̕əqʼʷ,drifted,
p̕qʼʷaxʷ,drifting now,
ləp̕əqʼʷ tə qʷɬayʔ,The log is drifting.,
ƛ'udxʷp̕əqʼʷ tiʔəʔ stuləkʷ,(Ice) would float in the river.,
ƛ'udxʷp̕əqʼʷ,would float,
ləp̕qʼʷalikʷ,shakes floating down the river,
ʔəlc̕up̕qʼʷalikʷ,(The men) are drifting (shakes) down the river.,
x̌ʷulʼ ʔuʔəč'təb tiʔəʔ ʔuʔistətəb ʔə ti gʷəl ləp̕əš.,"As they pull it out that which they pull out, then it just unfastened.",
p̕ic̕id tiʔəʔ sqʼədᶻuʔs.,She wrung out her hair.,
p̕ic̕albixʷ tsiʔəʔ qʷist,milk the cow,
x̌ʷulʼəxʷ ʔukʷəddxʷ tiʔəʔ diʔəʔ bəčəɬs bədaʔ tulʼʔal tiʔəʔ tuscəcyikʷ. ʔup̕ic̕id gʷəl daʔad tiʔəʔ bibədaʔs ʔə kʷi sp̕ip̕ic̕ikʷ.,As soon as she got the child that was created from the wringing of her son's diaper she called this child sp̕ip̕ic̕ikʷ.,
ʔəsp̕il,It's flat.,
ʔəsp̕il,"wide, flat (synonym for ɬə́qʼt)",
ʔəsp̕il tiʔəʔ sč'up̕c̕ ʔə tiʔəʔ diʔəʔ st'əqxʷ,The tail of the beaver is flat.,
gʷəl p̕iləbəxʷ.,And it flooded then.,
ʔup̕iləb,high tide,
ləp̕iləbəxʷ,The tide is coming in.,
ʔup̕iləbəxʷ,The tide came in.,
ʔəƛ'axʷ tə sp̕iləb,The tide is coming in.,
ʔəsp̕ilʼp̕ilalubid,broad shoulders,
ʔəsp̕ilp̕ilyalus tiʔəʔ ƛ'əlayʔ,The shovel-nose canoe has flattened ends.,
ʔugʷəp̕iqʼʷəd,broke wind (gloss uncertain),
hiqab p̕isp̕is tiʔəʔ sutupyibs.,The pieces are too large (from) the pounding; The pieces have not been pounded small enough.,
gʷəl ɬup̕ix̌ʷəb ti swatixʷtəd.,And the earth will flood.,
"tuasqʷactxʷbid tiʔəʔ ʔi st'əqxʷ ʔi tiʔəʔ spilaykʼʷ, gʷəp̕ix̌ʷəbədəs tiʔəʔ swatixʷtəd.","He doubted this beaver and this river bullhead, that they could cause the earth to drip with water (to flood).",
ʔup̕ɬusəb čəd ʔə ti dsqʼədᶻuʔ čəd ʔulab ʔal ti šxʷlalʼbusəd gʷəl ʔux̌əc.,I was fixing (combing) my hair and saw (myself) in the mirror and got scared.,
tukʷədatəb ʔə tiʔəʔ sbiaw tiʔəʔ ƛ'uasqʷatqʷat ʔal ti x̌əɬ ti ƛ'uasp̕qʼadᶻəb ʔal ti ƛ'usʔaʔəb ʔal ti ɬəqʷdup.,"Coyote had grabbed this (stuff) that would be lying all about on this kind of rotten wood that would be in damp place(s),",
p̕t'ad tə adʔalʔal,Tidy up your house.,
ʔup̕t'aš čəd,I put it away.,
ʔuqadadid čəd ti dsəsp̕t'alikʷ,I stole it from my savings.,
tudsəsp̕t'igʷsəb,"I had my things stored away, put away neatly.",
tuasp̕t'igʷsəb čəd,"I had my things stored away, put away neatly.",
ʔup̕uʔqʼʷ ti sɬuayʔs,Their cedar bark got moldy.,
ƛ'uaspədagʷil tsiʔiɬ p̕uayʼ ʔal pədt'̌əs. ʔəsqʼčaʔɬdəɬ tsiʔiɬ p̕uayʼ. ʔəsqʼəčqʼčalus.,A flounder buries itself in winter. A flounder has a crooked mouth. Its face is crooked.,
"p̕il tiʔəʔ p̕uayʼ gʷəl qʼəčqʼəčalus, qʼəčaʔɬdəɬ. ƛ'upədagʷil ʔal tiʔəʔ diʔəʔ xʷgʷədalqʷuʔ ʔə tə x̌ʷəlč. x̌ib̌əč' tiʔəʔ. gʷəl x̌ʷiqʷəqʼʷ tə gʷədabac.",Flounder is flat and has crossed eyes and mouth. It buries itself in the sands underwater in the salt water. It is black and white underneath.,
cay haʔɬ ti dsəpləl kʷi ti ʔup̕uləb ʔə ti haʔɬ.,My bread is real good because it's rising well.,
ʔəsp̕usəb,float,
ʔup̕usəbəxʷ,"It's floating now, e.g., a log has surfaced.",
ʔəsp̕usəbəxʷ,It floats now (after having been put back in the water this spring).,
ʔup̕usəbdxʷ,Someone got it floating.,
ʔup̕usəbagʷil tiʔiɬ čxʷəluʔ,The whale surfaced and floated.,
ʔup̕usəbagʷil čəd,I came to the surface. (This can be said only by skin divers and people who are in the water habitually and for long periods of time.),
qa ti dtalə,I have a lot of money.,
qa ʔu kʷi adsy̌əcəb,Do you have much news?,
qa sč'iqʼʷil,There was a lot of dirt.,
qahəxʷ ʔaciɬtalbixʷ ʔəsqʼʷuʔ,There were a lot of people assembled.,
ɬuqaha,will have many (people),
"tələbx̌ qʼil tsiʔəʔ kʼaʔkʼaʔ tiʔəʔ qa tiʔəʔ šidᶻus, kʼʷi bəkʼʷ stab, st'uʔəl, kʷi bəkʼʷ stab","Crow had a canoe full of lots of smelt and everything, and herring and everything.",
ʔəyʼdxʷəxʷ qa tiʔəʔ sʔuladxʷ ʔal tiʔiɬ dəč'uʔ stuləkʷ,He found a lot of fish in one stream.,
ɬudiʔahəxʷ kʷi qa ʔaciɬtalbixʷ,There will be a lot of people here.,
təɬaxʷ tiʔiɬ qa ʔaciɬtalbixʷ ʔ uqʼʷuʔəd,"Truly, they gathered a lot of people.",
hikʷ ʔəsɬaɬlil qa ʔal tiʔacəc swatixʷtəd ʔə tiʔiɬ gʷəɬ dibəɬ ʔal kʷədiʔ tuhaʔkʷ,Many dwelt in this place that belonged to us long ago.,
ʔəsʔəx̌id kʷi sqas kʷi ʔaciɬtalbixʷ ʔal dxʷliləp,How many Indians are at Tulalip?,
diɬ ʔiɬqa tə dyiqʼus dxʷʔal dəgʷi,I have more baskets than you.,
qa tə dyiqʼus x̌ʷulʼab ʔə tə adsgʷaʔ,I have as many baskets as you have.,
lil čəd ʔiɬluƛ' dxʷʔal dəgʷi,I'm a lot older than you.,
x̌ʷulʼ ʔəsqʼʷuʔ tiʔiɬ ƛ'usqaʔcuts,They just gathered in a bunch.,
ʔuqayil tə sc̕ic̕qayʼsəb,Many more flowers are in bloom.,
ʔəsʔəx̌idəxʷ kʷi qahəɬdat kʷi suhuys ʔəsʔistəʔ.,For how many days was he doing that?,
qahəɬ talə čəd,I have a lot of money.,
tuqahigʷsiləxʷ,"now many things materialized, came into being (for them)",
ƛ'alʼ čəd bəqahigʷəd x̌ʷulʼab ʔə dəgʷi,I'm as clever as you.,
"gʷəcutəxʷ čəxʷ sixʷ, dxʷqahigʷəd čəxʷ.",You will just say as usual that you knew all along what to do.,
siʔab qahalgʷič,a wealthy man,
dxʷsqəqax̌aʔ čəxʷ,You are stingy.,
ʔabsqa čəd,I have an older sibling.,
dsqa čəxʷ,You are my older sibling.,
č'it sqa,older sibling next to ego,
gʷəbaʔkʷɬ tsi sqaləp.,Your older sister might hurt herself.,
ƛ'alʼ bəddxʷsqaʔtəd ti bədbədaʔ ʔə ti dqəsiʔ ʔi tsi dʔəpus gʷəl ƛ'alʼ bədsuqʼʷsuqʼʷaʔ tiʔiʔiɬ ʔiɬt'ist'isu bədbədaʔ ʔə ti dqəsiʔ ʔi tsi dʔəpus.,Also dxʷs^qaʔtəd are the children of my uncle and my aunt and also are my suqʼʷ^suqʼʷaʔ the younger children of my uncle and my aunt.,
ʔəciɬ čəd ɬuqaʔkʷ,I'll rest.,
qagʷəxʷ,Rest now.,
ʔə tiʔiɬ ɬudəxʷqaʔkʷs,(at) the place where he will rest,
ƛ'əbədəxʷuqaʔkʷs,(the place) where he would usually rest,
ləqaʔtəxʷ,(His body) is getting warm now (that you've given him blankets).,
ʔuqaciləxʷ ti q̌əlb,The rain has let up. (It's still raining but not as hard.),
bəasqʼʷəlagʷap tiʔəʔ qacagʷac.,Ironwood was again burned on the bottom.,
qadacut,back up,
ʔəsqadacut,keep back,
adqadbid,He is behind you.,
ləʔibəš čəxʷ ʔal tiʔəʔ dqədbid,You're walking behind me.,
ləcukʷatač čəd ʔal ti sbadil ʔal ti qadbid ʔə ti ʔalʔal čəda ʔutəčtəč,I was climbing the mountain behind the house and I tumbled down.,
ʔəxʷqaʔqadus,facing the other way,
qada čəxʷ ʔu ʔə tə sduukʷ,Did you steal the knife?,
bəqada tiʔəʔ bəščəb,Mink stole again.,
ʔuqada tiʔəʔ luƛ' ʔə tə sʔuladxʷ,The old man stole the salmon.,
diɬ əwʼə tiʔəʔ cədiɬ gəduʔ tiʔəʔ ʔuqadaʔilbəxʷ ʔə ti tusʔəɬəds.,it was that guy who had been stealing their food.,
ʔuqadadid čəd ʔə ti dsəsp̕t'alikʷ,I stole it from my savings.,
bəqadadidəxʷ ʔə tiʔəʔ səsqʼʷəlb ʔə ti luƛ' ʔə tiʔəʔ sʔuladxʷ tiʔiɬ bəščəb.,"As was typical, Mink stole the salmon which the old fellow was roasting.",
xʷuʔələʔ ƛ'ub čəd bəqadadid ʔə tiʔiɬ səsqʼʷəlbs čəda gʷəʔəɬəd,I guess I should steal from him what he is roasting so I can eat.,
ʔəxʷsqadadicəb,He wants to steal it from me.,
ʔuqadaditəb čəd ʔə ti dsduukʷ,They stole my knife.,
lədxʷsx̌ʷalʼdxʷəb dxʷʔal tiʔəʔ tusqadaditəbs tiʔəʔ tusʔuladxʷs,He was wanting to get the best of him because his salmon was stolen by him.,
ʔuqadadyid,He stole it for him.,
ʔuqadadyitəb tə luƛ',Someone stole from the old man.,
ƛ'udəxʷqaqadaʔaqad,She sings secretly to herself (slipping one over).,
ʔuqagʷac čəxʷ,You scolded me.,
tiʔəʔ sqaǰət gʷəl tuʔaləxʷ tiʔəʔ ƛ'ucutəb Whidbey Island miʔmanʼ tiʔəʔ swatixʷtəd ʔə tiʔəʔ sqaǰət. tulʼʔal tiʔəʔ tucutəbəxʷ ʔə Crescent Harbor gʷəl tiʔəʔ Snakelum Point. gʷəl diɬ tiʔəʔ sqaǰət tulʼʔal ʔa tiʔəʔ sqaǰət,"The Skagit used to be on this place called Whidbey Island. This little land of the Skagit was from what is called Crescent Harbor to Snakelum Point. And this is Skagit, where the Skagit originated.",
"See Haeberlin and Gunther, p. 9.",,
qqaǰətəb čəd,I speak Skagit.,
ʔəsčal kʷi gʷədsdaʔad ʔal ti qqaǰətəb,What do I call it in Skagit?,
qaltub ʔə spot tsi pišpiš.,Spot doesn't like cats.,
gʷəl ʔabilʼəxʷ čəd ɬuhuyud kʷi ləliʔ gʷəl ɬuasqaləkʷ kʷi ɬudshuyud kʷi ɬubəʔiɬlaq.,"Then, if I make another one, then I'll make the later one round.",
qalʼqaləp tiʔəʔ cədiɬ ʔi ʔadad.,They and Magpie were unmarried.,
gʷəcəxʷqaqawit,that I (should) have acted irresponsibly,
qəbəlid tə adsɬagʷid,Roll up your mat.,
ɬuaddəxʷuqəbuʔtxʷ ti adbədaʔ,This is what you will use to nurse your son.,
"diɬ əwʼə higʷəxʷ ʔudxʷqədidəxʷ tiʔəʔ sʔušəbabdxʷ sbəqʼʷaʔ ʔə tsiʔəʔ čəgʷass, x̌ʷuʔx̌ʷəyʔ.","He is the one who really made a cuckold of poor Heron with his wife, Little Diver.",
ʔuqədəb hawʼəʔ ʔə tiʔəʔ cədiɬ sč'ətx̌.,She certainly had had sex with Kingfisher.,
"hay, qədbaxʷ ʔə tiʔəʔ sdukʷ sč'ətx̌.",She had had sex with this low-life Kingfisher.,
təsuqədəbs x̌əɬ ti x̌ʷulʼ.,They had had illicit sex just so.,
"qədəbtxʷəxʷ tsiʔəʔ čəgʷas ʔə tiʔəʔ sbəqʼʷaʔ, tsiʔəʔ x̌ʷuʔx̌ʷəyʔ.","He had sex with Heron's wife, Little Diver.",
qədəbtubəxʷ ʔə tiʔəʔ xʷiʔ ləhaʔɬ č'ətx̌ ʔal tə sxʷiʔ ʔə tiʔiɬ cədiɬ.,"This no good so and so, Kingfisher, has sex with her while that one (Heron) was not (at home).",
"ʔuqədbid tiʔəʔ sč'ətx̌ tiʔəʔ dəxʷgʷəlaltəbs ʔə tiʔəʔ sč'istxʷs, ti sbəqʼʷaʔ.","Kingfisher had had sex with her so her husband, Heron, beat (punished) her.",
